A_SECTOR,SHELF,REEF,REPORT_YEAR,SITE_NO,TRANSECT_NO,FAMILY_2021,GROUP_CODE,COMP_2021,COMP_2021_DESCRIPTION,VISIT_NO,cover,cREPORT_YEAR
CL,M,Lizard Isles,2003,3,1,Acroporidae,HC,ACSE,Acropora submassive & encrusting,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Acroporidae,HC,ACTO,Acropora tabulate & corymbose,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Acroporidae,HC,COR_CBCF,non-Acropora coral branching & foliose,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Acroporidae,HC,G_AST,Astreopora,11,2.02020202020202,2003
CL,M,Lizard Isles,2003,3,1,Acroporidae,HC,G_ISO_B,Isopora branching,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Acroporidae,HC,G_ISO_CSE,Isopora encrusting-submassive,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Acroporidae,HC,G_MON,Montipora,11,3.03030303030303,2003
CL,M,Lizard Isles,2003,3,1,Adeonidae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Agariciidae,HC,F_AGA_CEMS,Agariciidae encrusting & submassive,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Agariciidae,HC,F_AGA_CF,Agariciidae foliose,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Alcyoniidae,SC,F_SC_ALC,Alcyoniidae,11,20.2020202020202,2003
CL,M,Lizard Isles,2003,3,1,Alcyoniidae,SC,SC_OTH_E,Other encrusting soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Anthothelidae,SC,SC_OTH_E,Other encrusting soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Antipathidae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Astrocoeniidae,HC,COR_CBCF,non-Acropora coral branching & foliose,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Astrocoeniidae,HC,COR_CE,non-Acropora coral encrusting,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Benthos,A,MA_OTH,Other Macroalgae,11,4.54545454545455,2003
CL,M,Lizard Isles,2003,3,1,Bonnemaisoniaceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Briareidae,SC,SC_OTH_E,Other encrusting soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Caryophylliidae,HC,COR_CL,Solitary coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Caulerpaceae,A,MA_GREEN,Green Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Chalinidae,SP,SP,Sponges & Ascidians,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Cidaridae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Class,A,MA_BROWN,Brown Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Class,OT,OT,Other organisms,11,0.505050505050505,2003
CL,M,Lizard Isles,2003,3,1,Class,OT,SP,Sponges & Ascidians,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Class,SC,SC_GORG_LIKE,Gorgonian like soft coral,11,1.51515151515152,2003
CL,M,Lizard Isles,2003,3,1,Class,SC,SC_OTH,Other soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Class,SC,SC_OTH_E,Other encrusting soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Clavulariidae,SC,SC_OTH_E,Other encrusting soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Clionaidae,SP,SP,Sponges & Ascidians,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Codiacae,A,MA_GREEN,Green Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Coscinaraeidae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Cystocloniaceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Dasycladaceae,A,MA_GREEN,Green Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Dendrophylliidae,HC,COR_CE,non-Acropora coral encrusting,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Dendrophylliidae,HC,G_TUB_HET,Tubastrea Heteropsammia,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Dendrophylliidae,HC,G_TUR_DUN,Turbinaria and Duncanopsammia,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Diadematidae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Dictyotaceae,A,MA_BROWN,Brown Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Didemnidae,OT,SP,Sponges & Ascidians,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Diploastraeidae,HC,G_DIP,Diploastrea,11,2.52525252525253,2003
CL,M,Lizard Isles,2003,3,1,Ellisellidae,SC,SC_GORG_LIKE,Gorgonian like soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Euphylliidae,HC,F_EUPH_PLU,Plerogyridae and Euphylliidae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Euphylliidae,HC,G_GAL,Galaxea,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Family,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Fungiidae,HC,F_FUN_CECF,Fungiidae encrusting & foliose,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Fungiidae,HC,F_FUN_CMR,Fungiidae free-living,11,0.505050505050505,2003
CL,M,Lizard Isles,2003,3,1,Gorgoniidae,SC,SC_GORG_LIKE,Gorgonian like soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Group,A,TA,Turf algae,11,45.4545454545455,2003
CL,M,Lizard Isles,2003,3,1,Group,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Halimedaceae,A,MA_GREEN,Green Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Helioporidae,SC,G_HEL,Heliopora,11,1.51515151515152,2003
CL,M,Lizard Isles,2003,3,1,Hydrocharitaceae,SG,SG,Seagrass,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Hydrolithaceae,A,CA,Coralline algae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,INCERTAE SEDIS,HC,G_PAC,Pachyseris,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Isididae,SC,SC_GORG_LIKE,Gorgonian like soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Leptastreidae,HC,G_LEP,Leptastrea,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Liagoraceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Lithophyllaceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Lobophylliidae,HC,COR_CL,Solitary coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Lobophylliidae,HC,G_ACA_MIC_HOM,Acanthastea Micromussa Homophyllia,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Lobophylliidae,HC,G_LOB_AUST,Lobophyllia Australophyllia & A. pachysepta,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Lobophylliidae,HC,G_MOS,Moseleya,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Lobophylliidae,HC,G_OXY_ECL_ECY,Oxypora Echinophyllia Echinomorpha,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Merulinidae,HC,COR_CL,Solitary coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Merulinidae,HC,F_MER_CEMS,"Merulinidae encrusting, massive & sub-massive",11,0.505050505050505,2003
CL,M,Lizard Isles,2003,3,1,Merulinidae,HC,F_MER_PLE_PLOC,Merulinidae Plesiastreidae plocoid,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Merulinidae,HC,G_ECH_CB,Echinopora branching,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Merulinidae,HC,G_ECH_OTH,Echinopora encrusting & foliose,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Merulinidae,HC,G_HYD_CB,Hydnophora branching,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Merulinidae,HC,G_HYD_OTH,Hydnophora not branching,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Merulinidae,HC,G_MER,Merulina,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Merulinidae,HC,G_MYC,Mycedium,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Merulinidae,HC,G_PEC,Pectinia,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Milleporidae,OT,G_MIL,Millepora,11,0.505050505050505,2003
CL,M,Lizard Isles,2003,3,1,Nephtheidae,SC,F_SC_NEP,Nephtheidae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Non-Acropora coral,HC,COR_CBCF,non-Acropora coral branching & foliose,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Non-Acropora coral,HC,COR_CE,non-Acropora coral encrusting,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Non-Acropora coral,HC,COR_CMCS,non-Acropora coral massive & sub-massive,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Order,A,CA,Coralline algae,11,2.52525252525253,2003
CL,M,Lizard Isles,2003,3,1,Order,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Order,OT,ZOA,Zoanthids,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Order,SC,SC_OTH_E,Other encrusting soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Order,SG,SG,Seagrass,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Peyssonneliaceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Phylum,A,MA_GREEN,Green Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Phylum,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Phylum,A,TA,Turf algae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Phylum,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Phylum,SP,SP,Sponges & Ascidians,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Plerogyridae,HC,F_EUPH_PLU,Plerogyridae and Euphylliidae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Plesiastreidae,HC,F_MER_PLE_PLOC,Merulinidae Plesiastreidae plocoid,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Pocilloporidae,HC,G_POC,Pocillopora,11,1.51515151515152,2003
CL,M,Lizard Isles,2003,3,1,Pocilloporidae,HC,G_SER,Seriatopora,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Pocilloporidae,HC,G_STY,Stylophora,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Poritidae,HC,G_GON_ALV_BER,"Goniopora, Alveopora & Bernardpora",11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Poritidae,HC,G_POR_B,Porites branching,11,5.05050505050505,2003
CL,M,Lizard Isles,2003,3,1,Poritidae,HC,G_POR_CECS,Porites encrusting & sub-massive,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Poritidae,HC,G_POR_M,Porites massive,11,5.55555555555556,2003
CL,M,Lizard Isles,2003,3,1,Poritidae,HC,S_POR_RUS,Porites rus,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Psammocoridae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Rhizangiidae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Rhodomelaceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Rhodymeniaceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Sarcinochrysidaceae,A,MA_OTH,Other Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Sargassaceae,A,MA_BROWN,Brown Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Scytosiphonacae,A,MA_BROWN,Brown Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Serpulidae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Siderastreidae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Solieriaceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Spongiidae,SP,SP,Sponges & Ascidians,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Stylasteridae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Subphylum,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Superclass,OT,IN,Indeterminate,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Tridacninae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Trochidae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Tubiporidae,SC,SC_OTH,Other soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Udoteaceae,A,MA_GREEN,Green Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,Xeniidae,SC,F_SC_XEN,Xeniidae,11,0.0,2003
CL,M,Lizard Isles,2003,3,1,,AB,AB,Abiotic,11,2.02020202020202,2003
CL,M,Lizard Isles,2003,3,2,Acanthasteridae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Acroporidae,HC,ACBX,Acropora branching & bottlebrush,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Acroporidae,HC,ACD,Acropora digitate,11,0.5,2003
CL,M,Lizard Isles,2003,3,2,Acroporidae,HC,ACSE,Acropora submassive & encrusting,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Acroporidae,HC,ACTO,Acropora tabulate & corymbose,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Acroporidae,HC,COR_CBCF,non-Acropora coral branching & foliose,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Acroporidae,HC,G_AST,Astreopora,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Acroporidae,HC,G_ISO_B,Isopora branching,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Acroporidae,HC,G_ISO_CSE,Isopora encrusting-submassive,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Acroporidae,HC,G_MON,Montipora,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Adeonidae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Agariciidae,HC,F_AGA_CEMS,Agariciidae encrusting & submassive,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Agariciidae,HC,F_AGA_CF,Agariciidae foliose,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Alcyoniidae,SC,F_SC_ALC,Alcyoniidae,11,12.5,2003
CL,M,Lizard Isles,2003,3,2,Alcyoniidae,SC,SC_OTH_E,Other encrusting soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Anthothelidae,SC,SC_OTH_E,Other encrusting soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Antipathidae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Astrocoeniidae,HC,COR_CBCF,non-Acropora coral branching & foliose,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Astrocoeniidae,HC,COR_CE,non-Acropora coral encrusting,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Benthos,A,MA_OTH,Other Macroalgae,11,0.5,2003
CL,M,Lizard Isles,2003,3,2,Bonnemaisoniaceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Briareidae,SC,SC_OTH_E,Other encrusting soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Caryophylliidae,HC,COR_CL,Solitary coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Caulerpaceae,A,MA_GREEN,Green Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Chalinidae,SP,SP,Sponges & Ascidians,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Cidaridae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Class,A,MA_BROWN,Brown Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Class,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Class,OT,SP,Sponges & Ascidians,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Class,SC,SC_GORG_LIKE,Gorgonian like soft coral,11,1.0,2003
CL,M,Lizard Isles,2003,3,2,Class,SC,SC_OTH,Other soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Class,SC,SC_OTH_E,Other encrusting soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Clavulariidae,SC,SC_OTH_E,Other encrusting soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Clionaidae,SP,SP,Sponges & Ascidians,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Codiacae,A,MA_GREEN,Green Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Coscinaraeidae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Cystocloniaceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Dasycladaceae,A,MA_GREEN,Green Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Dendrophylliidae,HC,COR_CE,non-Acropora coral encrusting,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Dendrophylliidae,HC,G_TUB_HET,Tubastrea Heteropsammia,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Dendrophylliidae,HC,G_TUR_DUN,Turbinaria and Duncanopsammia,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Diadematidae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Dictyotaceae,A,MA_BROWN,Brown Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Didemnidae,OT,SP,Sponges & Ascidians,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Diploastraeidae,HC,G_DIP,Diploastrea,11,2.5,2003
CL,M,Lizard Isles,2003,3,2,Ellisellidae,SC,SC_GORG_LIKE,Gorgonian like soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Euphylliidae,HC,F_EUPH_PLU,Plerogyridae and Euphylliidae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Euphylliidae,HC,G_GAL,Galaxea,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Family,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Fungiidae,HC,F_FUN_CECF,Fungiidae encrusting & foliose,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Fungiidae,HC,F_FUN_CMR,Fungiidae free-living,11,0.5,2003
CL,M,Lizard Isles,2003,3,2,Gorgoniidae,SC,SC_GORG_LIKE,Gorgonian like soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Group,A,TA,Turf algae,11,55.5,2003
CL,M,Lizard Isles,2003,3,2,Group,OT,OT,Other organisms,11,3.0,2003
CL,M,Lizard Isles,2003,3,2,Halimedaceae,A,MA_GREEN,Green Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Helioporidae,SC,G_HEL,Heliopora,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Hydrocharitaceae,SG,SG,Seagrass,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Hydrolithaceae,A,CA,Coralline algae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,INCERTAE SEDIS,HC,G_PAC,Pachyseris,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Isididae,SC,SC_GORG_LIKE,Gorgonian like soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Leptastreidae,HC,G_LEP,Leptastrea,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Liagoraceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Lithophyllaceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Lobophylliidae,HC,COR_CL,Solitary coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Lobophylliidae,HC,G_ACA_MIC_HOM,Acanthastea Micromussa Homophyllia,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Lobophylliidae,HC,G_LOB_AUST,Lobophyllia Australophyllia & A. pachysepta,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Lobophylliidae,HC,G_MOS,Moseleya,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Lobophylliidae,HC,G_OXY_ECL_ECY,Oxypora Echinophyllia Echinomorpha,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Merulinidae,HC,COR_CL,Solitary coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Merulinidae,HC,F_MER_CEMS,"Merulinidae encrusting, massive & sub-massive",11,1.0,2003
CL,M,Lizard Isles,2003,3,2,Merulinidae,HC,F_MER_PLE_PLOC,Merulinidae Plesiastreidae plocoid,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Merulinidae,HC,G_ECH_CB,Echinopora branching,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Merulinidae,HC,G_ECH_OTH,Echinopora encrusting & foliose,11,1.0,2003
CL,M,Lizard Isles,2003,3,2,Merulinidae,HC,G_HYD_CB,Hydnophora branching,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Merulinidae,HC,G_HYD_OTH,Hydnophora not branching,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Merulinidae,HC,G_MER,Merulina,11,0.5,2003
CL,M,Lizard Isles,2003,3,2,Merulinidae,HC,G_MYC,Mycedium,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Merulinidae,HC,G_PEC,Pectinia,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Milleporidae,OT,G_MIL,Millepora,11,0.5,2003
CL,M,Lizard Isles,2003,3,2,Nephtheidae,SC,F_SC_NEP,Nephtheidae,11,2.0,2003
CL,M,Lizard Isles,2003,3,2,Non-Acropora coral,HC,COR_CBCF,non-Acropora coral branching & foliose,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Non-Acropora coral,HC,COR_CE,non-Acropora coral encrusting,11,2.0,2003
CL,M,Lizard Isles,2003,3,2,Non-Acropora coral,HC,COR_CMCS,non-Acropora coral massive & sub-massive,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Order,A,CA,Coralline algae,11,1.5,2003
CL,M,Lizard Isles,2003,3,2,Order,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Order,OT,ZOA,Zoanthids,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Order,SC,SC_OTH_E,Other encrusting soft coral,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Order,SG,SG,Seagrass,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Peyssonneliaceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Phylum,A,MA_GREEN,Green Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Phylum,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Phylum,A,TA,Turf algae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Phylum,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Phylum,SP,SP,Sponges & Ascidians,11,1.0,2003
CL,M,Lizard Isles,2003,3,2,Plerogyridae,HC,F_EUPH_PLU,Plerogyridae and Euphylliidae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Plesiastreidae,HC,F_MER_PLE_PLOC,Merulinidae Plesiastreidae plocoid,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Pocilloporidae,HC,G_POC,Pocillopora,11,2.5,2003
CL,M,Lizard Isles,2003,3,2,Pocilloporidae,HC,G_SER,Seriatopora,11,0.5,2003
CL,M,Lizard Isles,2003,3,2,Pocilloporidae,HC,G_STY,Stylophora,11,0.5,2003
CL,M,Lizard Isles,2003,3,2,Poritidae,HC,G_GON_ALV_BER,"Goniopora, Alveopora & Bernardpora",11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Poritidae,HC,G_POR_B,Porites branching,11,1.0,2003
CL,M,Lizard Isles,2003,3,2,Poritidae,HC,G_POR_CECS,Porites encrusting & sub-massive,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Poritidae,HC,G_POR_M,Porites massive,11,6.0,2003
CL,M,Lizard Isles,2003,3,2,Poritidae,HC,S_POR_RUS,Porites rus,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Psammocoridae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Rhizangiidae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Rhodomelaceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Rhodymeniaceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Sarcinochrysidaceae,A,MA_OTH,Other Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Sargassaceae,A,MA_BROWN,Brown Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Scytosiphonacae,A,MA_BROWN,Brown Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Serpulidae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Siderastreidae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,11,0.5,2003
CL,M,Lizard Isles,2003,3,2,Solieriaceae,A,MA_RED,Red Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Spongiidae,SP,SP,Sponges & Ascidians,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Stylasteridae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Subphylum,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Superclass,OT,IN,Indeterminate,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Tridacninae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Trochidae,OT,OT,Other organisms,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Tubiporidae,SC,SC_OTH,Other soft coral,11,0.5,2003
CL,M,Lizard Isles,2003,3,2,Udoteaceae,A,MA_GREEN,Green Macroalgae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,Xeniidae,SC,F_SC_XEN,Xeniidae,11,0.0,2003
CL,M,Lizard Isles,2003,3,2,,AB,AB,Abiotic,11,3.0,2003
